,epoch_losses,epoch_accs,elapsed_time
0,2.272340137058738,0.20595,16.7058565877378
1,1.9816147838828406,0.3171833333333333,32.814132975414395
2,1.5839410697473393,0.4368166666666667,48.78810801170766
3,1.2800821389979138,0.5528,64.82918066345155
4,1.0736478963640452,0.6377333333333334,80.9395293481648
5,0.9706503897587627,0.67335,97.05145647190511
6,0.9121226404013156,0.6936166666666667,113.16769466176629
7,0.8736712660616649,0.7059,129.1524923555553
8,0.8464845057997876,0.7155666666666667,145.13474405556917
9,0.8272069350742837,0.7215166666666667,161.1217730138451
10,0.8095254676936786,0.7278833333333333,177.1094017084688
11,0.7935228791318214,0.7336,193.03761726990342
12,0.7797370922845056,0.7389833333333333,208.84427841566503
13,0.7666264551280658,0.74505,224.78587501309812
14,0.7529800513914144,0.75035,240.7795842513442
15,0.7374445599025247,0.7562166666666666,256.73443371988833
16,0.7172676096084529,0.76335,272.63459279946983
17,0.6901231173004931,0.7746333333333333,288.58717801235616
18,0.6693071607968955,0.78045,304.56696232780814
19,0.654568085728932,0.78475,320.46841234341264
20,0.6441560648778862,0.78795,336.4296927321702
21,0.6356967959576832,0.7907833333333333,352.4081871919334
22,0.628952909697856,0.79295,368.63679514452815
23,0.6220199561068244,0.7946833333333333,384.58014083094895
24,0.6152800108705249,0.7960833333333334,400.55548038333654
25,0.6093168502042035,0.7986333333333333,416.8078062720597
26,0.6028252880075085,0.8016333333333333,432.8417671043426
27,0.5970497094491906,0.8045333333333333,449.04538375139236
28,0.5912123576664468,0.8082,465.0784040428698
29,0.5843262051595554,0.81,481.06352088600397
