,epoch_losses,epoch_accs,elapsed_time
0,2.2921618728314415,0.17213333333333333,4.243125651031733
1,2.1651279704045443,0.27946666666666664,8.677879676222801
2,1.9174550569663613,0.3304,13.161918189376593
3,1.7419684680841736,0.37533333333333335,17.553810400888324
4,1.631288370843661,0.4228,21.925305362790823
5,1.578995751122297,0.45826666666666666,26.324670001864433
6,1.5586027614140914,0.46626666666666666,30.76458377018571
7,1.5642267748460932,0.47386666666666666,35.212118005380034
8,1.4277917954881312,0.5014666666666666,39.63169165700674
9,1.808252368943166,0.39386666666666664,44.024629421532154
10,2.007974246800956,0.278,48.46175588108599
11,1.8803180355136677,0.31,52.991331024095416
12,1.9057562068357305,0.3064,57.27117352001369
13,1.764025181026782,0.34026666666666666,61.54621497169137
14,1.9148011389425246,0.33653333333333335,65.96001695096493
15,1.7269092778028068,0.3625333333333333,70.33475918322802
16,1.7127973770691176,0.36573333333333335,74.7631021477282
17,1.6993752596742016,0.37173333333333336,79.05871776863933
18,1.691623297788329,0.37106666666666666,83.45919292420149
19,1.6931443719540613,0.3737333333333333,87.92722821980715
20,1.6626421920323775,0.3893333333333333,92.40960416197777
21,1.6062928478596574,0.4109333333333333,96.88171289116144
22,1.5495335287966971,0.44306666666666666,101.40060288831592
23,1.4274527420431882,0.4998666666666667,105.75388771295547
24,1.3441572270150912,0.5296,110.15248916298151
25,1.3068544995986808,0.5426666666666666,114.63117010518909
26,1.2945470476554612,0.5546666666666666,119.14827489666641
27,1.297629919092534,0.5510666666666667,123.6250385325402
28,1.2601397421400427,0.5641333333333334,128.07500618323684
29,1.3757422293646862,0.5482666666666667,132.33596497029066
